article_id,ticker,headline,summary,author,published_at,updated_at,source,url,content
5115638,GPRO,"Top Performing Industries For January 2, 2015",,Benzinga,2015-01-02T15:38:23Z,2015-01-02T15:38:23Z,,https://www.benzinga.com/node/5115638,
5115859,GPRO,GoPro Shares Rise 5.5% Following Positive JP Morgan Comments,,Benzinga,2015-01-02T17:17:31Z,2015-01-02T17:17:31Z,,https://www.benzinga.com/node/5115859,
5114926,GOOG,Companies To Watch As Music Streaming Explodes,,Benzinga,2015-01-02T17:21:05Z,2015-01-02T17:23:51Z,,https://www.benzinga.com/node/5114926,
5116051,GPRO,"J.P. Morgan Previews CES 2015, Sees 'Convergence' As Overarching Theme",,Benzinga,2015-01-02T19:27:40Z,2015-01-02T19:31:17Z,,https://www.benzinga.com/node/5116051,
5116108,GPRE,"Tourbillon Capital Partners Buys 40,000 Shares of Green Plains @$25.16/Share -Form 4",,Benzinga,2015-01-02T19:59:33Z,2015-01-02T19:59:33Z,,https://www.benzinga.com/node/5116108,
5115916,IBKR,"Interactive Brokers Reports DARTs Up 23% YoY, Up 2% MoM for Dec., Ending Customer Credit Balances Up 22% YoY",,Benzinga,2015-01-02T17:46:08Z,2015-01-02T17:46:08Z,,https://www.benzinga.com/node/5115916,
5115373,ISRG,"UPDATE: Bank of America Reiterates Buy Rating, Raises PT on Intuitive Surgical on Bullish Growth Outlook",,Benzinga,2015-01-02T14:06:05Z,2015-01-02T14:06:05Z,,https://www.benzinga.com/node/5115373,
5114921,LGIH,How To Invest In The US Housing Market Recovery,,Benzinga,2015-01-02T16:58:13Z,2015-01-02T16:58:13Z,,https://www.benzinga.com/node/5114921,
5115005,LINE,LINN Energy Announces 2015 Oil and Gas Capital Budget; Reduces Annual Distribution to $1.25 Per Unit,,Benzinga,2015-01-02T11:58:38Z,2015-01-02T11:58:38Z,,https://www.benzinga.com/node/5115005,
5115062,LINE,"Linn Energy Shares Fall 6%, Linn Co Shares Fall 11% on Reduction in Capex, Dividend",,Benzinga,2015-01-02T12:22:28Z,2015-01-02T12:22:28Z,,https://www.benzinga.com/node/5115062,
5115207,LINE,Why Shares of LinnCo And Linn Energy Are Tumbling On Friday,,Benzinga,2015-01-02T13:44:27Z,2015-01-02T13:44:27Z,,https://www.benzinga.com/node/5115207,
5115313,LINE,Benzinga's Top #PreMarket Losers,,Benzinga,2015-01-02T13:44:04Z,2015-01-02T13:52:34Z,,https://www.benzinga.com/node/5115313,
5115412,LINE,"4 Social Sentiment Stocks For Friday January 2, 2015",,Benzinga,2015-01-02T14:23:14Z,2015-01-02T14:23:14Z,,https://www.benzinga.com/node/5115412,
5115617,LINE,Benzinga's Volume Movers,,Benzinga,2015-01-02T15:27:34Z,2015-01-02T15:27:34Z,,https://www.benzinga.com/node/5115617,
5116051,LOGI,"J.P. Morgan Previews CES 2015, Sees 'Convergence' As Overarching Theme",,Benzinga,2015-01-02T19:27:40Z,2015-01-02T19:31:17Z,,https://www.benzinga.com/node/5116051,
5116025,LIVE,Can Shutterfly's Innovations Drive Long-Term Growth?,,Benzinga,2015-01-02T21:15:27Z,2015-01-02T21:15:27Z,,https://www.benzinga.com/node/5116025,
5114868,MDXG,"Stocks To Watch For January 2, 2015",,Benzinga,2015-01-02T09:02:05Z,2015-01-02T09:10:51Z,,https://www.benzinga.com/node/5114868,
5115529,MDXG,Morning Market Losers,,Benzinga,2015-01-02T14:55:18Z,2015-01-02T14:55:18Z,,https://www.benzinga.com/node/5115529,
5115694,MDXG,Mid-Morning Market Update: Markets Open Higher; Rite Aid Posts Rise In December Sales,,Benzinga,2015-01-02T16:10:43Z,2015-01-02T16:10:43Z,,https://www.benzinga.com/node/5115694,
5115957,MCHP,Should Microchip Technology Be in Your Portfolio Now?,,Benzinga,2015-01-02T21:16:24Z,2015-01-02T21:16:24Z,,https://www.benzinga.com/node/5115957,
5114882,MLAB,Top 4 NASDAQ Stocks In The Medical Instruments & Supplies Industry With The Highest EPS,,Benzinga,2015-01-02T09:20:09Z,2015-01-02T09:20:09Z,,https://www.benzinga.com/node/5114882,
5114917,MSFT,Bitcoin Poised For Success In 2015?,,Benzinga,2015-01-02T15:54:56Z,2015-01-02T15:54:56Z,,https://www.benzinga.com/node/5114917,
5114926,MSFT,Companies To Watch As Music Streaming Explodes,,Benzinga,2015-01-02T17:21:05Z,2015-01-02T17:23:51Z,,https://www.benzinga.com/node/5114926,
5115957,MTSI,Should Microchip Technology Be in Your Portfolio Now?,,Benzinga,2015-01-02T21:16:24Z,2015-01-02T21:16:24Z,,https://www.benzinga.com/node/5115957,
5115638,NFLX,"Top Performing Industries For January 2, 2015",,Benzinga,2015-01-02T15:38:23Z,2015-01-02T15:38:23Z,,https://www.benzinga.com/node/5115638,
5116105,NBIX,What Investors Expect From Neurocrine Biosciences' Next Drug Announcement,,Benzinga,2015-01-02T19:53:40Z,2015-01-02T19:55:57Z,,https://www.benzinga.com/node/5116105,
5115458,OPK,"Opko Health Chairman Frost Buys 92,500 Shares @$9.99/Share -Form 4",,Benzinga,2015-01-02T14:25:36Z,2015-01-02T14:25:36Z,,https://www.benzinga.com/node/5115458,
5113488,PCRX,New Biotech ETF from ALPS,,Benzinga,2015-01-02T13:05:16Z,2015-01-02T13:05:16Z,,https://www.benzinga.com/node/5113488,
5115135,PWRD,Perfect World Shares Halted News Pending,,Benzinga,2015-01-02T12:59:08Z,2015-01-02T12:59:08Z,,https://www.benzinga.com/node/5115135,
5115236,PWRD,Perfect World Reports Chair's Prelim. Non-Binding 'Go-Private' Offer at $20/ADS,,Benzinga,2015-01-02T13:27:03Z,2015-01-02T13:27:03Z,,https://www.benzinga.com/node/5115236,
5115243,PWRD,UPDATE: Perfect World Has Formed Special Committee to Consider Offer,,Benzinga,2015-01-02T13:28:38Z,2015-01-02T13:28:38Z,,https://www.benzinga.com/node/5115243,
5115257,PWRD,Shares of Perfect World to Resume Trade at 8:55 a.m. EDT,,Benzinga,2015-01-02T13:30:26Z,2015-01-02T13:30:26Z,,https://www.benzinga.com/node/5115257,
5115274,PWRD,Perfect World Names Yunfan Zhang as COO,,Benzinga,2015-01-02T13:37:16Z,2015-01-02T13:37:16Z,,https://www.benzinga.com/node/5115274,
5115337,PWRD,"Shares of Perfect World Resume Trade, Now Up ~16%",,Benzinga,2015-01-02T13:55:31Z,2015-01-02T13:55:31Z,,https://www.benzinga.com/node/5115337,
5115412,PWRD,"4 Social Sentiment Stocks For Friday January 2, 2015",,Benzinga,2015-01-02T14:23:14Z,2015-01-02T14:23:14Z,,https://www.benzinga.com/node/5115412,
5115495,PWRD,Morning Market Movers,,Benzinga,2015-01-02T14:39:59Z,2015-01-02T14:40:45Z,,https://www.benzinga.com/node/5115495,
5115531,PWRD,Perfect World Company Surges 20% On Founder's Offer To Go Private,,Benzinga,2015-01-02T15:24:36Z,2015-01-02T15:24:36Z,,https://www.benzinga.com/node/5115531,
5115617,PWRD,Benzinga's Volume Movers,,Benzinga,2015-01-02T15:27:34Z,2015-01-02T15:27:34Z,,https://www.benzinga.com/node/5115617,
5115694,PWRD,Mid-Morning Market Update: Markets Open Higher; Rite Aid Posts Rise In December Sales,,Benzinga,2015-01-02T16:10:43Z,2015-01-02T16:10:43Z,,https://www.benzinga.com/node/5115694,
5116036,PSEC,"Option Alert: Prospect Capital May 10 Call; 1,500 Contract Trade at Ask @$0.15; Currently $8.43",,Benzinga,2015-01-02T19:08:22Z,2015-01-02T19:08:22Z,,https://www.benzinga.com/node/5116036,
5116075,PWRD,13D Filing from Perfect Human Holdings on Perfect World Shows 16.8% Stake,,Benzinga,2015-01-02T19:39:10Z,2015-01-02T19:39:10Z,,https://www.benzinga.com/node/5116075,
5115631,SBLK,"Baltic Dry Index Continues Its Decline, Shipping Stocks Mixed",,Benzinga,2015-01-02T15:47:04Z,2015-01-02T15:47:04Z,,https://www.benzinga.com/node/5115631,
5116371,SMBC,Southern Missouri Bancorp Announces 2 for 1 Split,,Benzinga,2015-01-02T22:37:29Z,2015-01-02T22:37:29Z,,https://www.benzinga.com/node/5116371,
5114937,SYNA,"Pacific Crest Downgrades Synaptics to Sector Perform, Removes $100.00 PT",,Benzinga,2015-01-02T10:46:21Z,2015-01-02T10:46:21Z,,https://www.benzinga.com/node/5114937,
5115098,SYNA,Pacific Crest Downgrades Synaptics To Sector Perform,,Benzinga,2015-01-02T12:39:44Z,2015-01-02T12:39:44Z,,https://www.benzinga.com/node/5115098,
5115103,SSNC,"Raymond James Downgrades SS&C Technologies to Market Perform, Removes $48.50 PT",,Benzinga,2015-01-02T12:40:47Z,2015-01-02T12:40:47Z,,https://www.benzinga.com/node/5115103,
5115462,SYNA,Benzinga's Top Downgrades,,Benzinga,2015-01-02T14:28:05Z,2015-01-02T14:28:05Z,,https://www.benzinga.com/node/5115462,
5115529,SYNA,Morning Market Losers,,Benzinga,2015-01-02T14:55:18Z,2015-01-02T14:55:18Z,,https://www.benzinga.com/node/5115529,
5115721,SYNA,"Worst Performing Industries For January 2, 2015",,Benzinga,2015-01-02T16:10:33Z,2015-01-02T16:10:33Z,,https://www.benzinga.com/node/5115721,
5115694,SYNA,Mid-Morning Market Update: Markets Open Higher; Rite Aid Posts Rise In December Sales,,Benzinga,2015-01-02T16:10:43Z,2015-01-02T16:10:43Z,,https://www.benzinga.com/node/5115694,
5116051,SSYS,"J.P. Morgan Previews CES 2015, Sees 'Convergence' As Overarching Theme",,Benzinga,2015-01-02T19:27:40Z,2015-01-02T19:31:17Z,,https://www.benzinga.com/node/5116051,
5116051,SYNA,"J.P. Morgan Previews CES 2015, Sees 'Convergence' As Overarching Theme",,Benzinga,2015-01-02T19:27:40Z,2015-01-02T19:31:17Z,,https://www.benzinga.com/node/5116051,
5116181,SYNA,"Synaptics Falls Amid Pacific Crest Downgrade, Stifel Sees Buying Opportunity",,Benzinga,2015-01-02T21:44:33Z,2015-01-02T21:46:40Z,,https://www.benzinga.com/node/5116181,
5116365,STX,Seagate Filing Says the Company Will Record An Additional $200M Tax Expense For Q2 2015 For Chinese Audit,,Benzinga,2015-01-02T22:30:37Z,2015-01-02T22:30:37Z,,https://www.benzinga.com/node/5116365,
5116158,TC,Freeport (FCX) Cut to Strong Sell: Should You Dump It?,,Benzinga,2015-01-02T21:14:56Z,2015-01-02T21:14:56Z,,https://www.benzinga.com/node/5116158,
5115858,TSLA,"Bank Of America's Price Targets On Ford, GM And Tesla",,Benzinga,2015-01-02T17:37:07Z,2015-01-02T17:39:43Z,,https://www.benzinga.com/node/5115858,
5115993,TSLA,"Nikkei Reports Nissan to Release Two New Electric Vehicles, Plus Hybrid Version of Mainstay Compact as Early as FY 2016",,Benzinga,2015-01-02T18:50:43Z,2015-01-02T18:50:44Z,,https://www.benzinga.com/node/5115993,
5114882,UTMD,Top 4 NASDAQ Stocks In The Medical Instruments & Supplies Industry With The Highest EPS,,Benzinga,2015-01-02T09:20:09Z,2015-01-02T09:20:09Z,,https://www.benzinga.com/node/5114882,
5116070,WASH,"Washington Trust's Commercial Real Estate Group Reports Provided $2.6M to Curo Elmwood for Refinancing of Walgreens Store in Providence, Rhode Island",,Benzinga,2015-01-02T19:32:38Z,2015-01-02T19:32:38Z,,https://www.benzinga.com/node/5116070,
5114882,XRAY,Top 4 NASDAQ Stocks In The Medical Instruments & Supplies Industry With The Highest EPS,,Benzinga,2015-01-02T09:20:09Z,2015-01-02T09:20:09Z,,https://www.benzinga.com/node/5114882,
5115114,XRAY,"Baird Downgrades DENTSPLY International to Neutral, Maintains $55.00 PT",,Benzinga,2015-01-02T12:45:54Z,2015-01-02T12:45:55Z,,https://www.benzinga.com/node/5115114,
5115494,WYNN,"Macau Gaming Revenue Falls, Stocks Mixed",,Benzinga,2015-01-02T15:21:18Z,2015-01-02T15:21:18Z,,https://www.benzinga.com/node/5115494,
5116324,XELB,Hilco Trading 13G Filing Shows 16.3% Passive Stade,,Benzinga,2015-01-02T22:07:36Z,2015-01-02T22:09:31Z,,https://www.benzinga.com/node/5116324,
5116744,AAPL,European Apple Sites Now Show Watch 'Available in 2015; US Site Still Shows 'Coming Early 2015' -9to5Mac,,Benzinga,2015-01-03T15:08:07Z,2015-01-03T15:08:07Z,,https://www.benzinga.com/node/5116744,
5116219,AAPL,10 Of The Most Popular Stocks In 2014,,Benzinga,2015-01-03T20:08:25Z,2015-01-03T20:09:42Z,,https://www.benzinga.com/node/5116219,
5116132,AAPL,"Weekly Highlights: Apple Pay Growth, Apple Watch Sales Potential And More",,Benzinga,2015-01-03T20:28:16Z,2015-01-03T20:28:16Z,,https://www.benzinga.com/node/5116132,
5116252,AAPL,2015: The Year Of Apple's Wearables?,,Benzinga,2015-01-03T20:52:13Z,2015-01-03T20:53:34Z,,https://www.benzinga.com/node/5116252,
5116219,AMZN,10 Of The Most Popular Stocks In 2014,,Benzinga,2015-01-03T20:08:25Z,2015-01-03T20:09:42Z,,https://www.benzinga.com/node/5116219,
5115967,GPRO,GoPro Moves Higher Ahead Of Its CES Presentation,,Benzinga,2015-01-02T18:44:53Z,2015-01-03T19:25:16Z,,https://www.benzinga.com/node/5115967,
5116219,GILD,10 Of The Most Popular Stocks In 2014,,Benzinga,2015-01-03T20:08:25Z,2015-01-03T20:09:42Z,,https://www.benzinga.com/node/5116219,
5116219,INTC,10 Of The Most Popular Stocks In 2014,,Benzinga,2015-01-03T20:08:25Z,2015-01-03T20:09:42Z,,https://www.benzinga.com/node/5116219,
5116169,INTC,Here's How Microsoft Fueled Intel's Rise In 2014 And Will Continue Doing So In 2015,,Benzinga,2015-01-03T21:09:55Z,2015-01-03T21:10:19Z,,https://www.benzinga.com/node/5116169,
5116516,LINE,CNBC's Stock Pops & Drops From January 2,,Benzinga,2015-01-03T19:10:38Z,2015-01-03T19:10:39Z,,https://www.benzinga.com/node/5116516,
5116219,MSFT,10 Of The Most Popular Stocks In 2014,,Benzinga,2015-01-03T20:08:25Z,2015-01-03T20:09:42Z,,https://www.benzinga.com/node/5116219,
5116169,MSFT,Here's How Microsoft Fueled Intel's Rise In 2014 And Will Continue Doing So In 2015,,Benzinga,2015-01-03T21:09:55Z,2015-01-03T21:10:19Z,,https://www.benzinga.com/node/5116169,
5116360,MSFT,Microsoft Executive Explains The Company's Strategy For The Band,,Benzinga,2015-01-03T21:45:06Z,2015-01-03T21:45:06Z,,https://www.benzinga.com/node/5116360,
5116219,NFLX,10 Of The Most Popular Stocks In 2014,,Benzinga,2015-01-03T20:08:25Z,2015-01-03T20:09:42Z,,https://www.benzinga.com/node/5116219,
5116516,SYNA,CNBC's Stock Pops & Drops From January 2,,Benzinga,2015-01-03T19:10:38Z,2015-01-03T19:10:39Z,,https://www.benzinga.com/node/5116516,
5116516,TSLA,CNBC's Stock Pops & Drops From January 2,,Benzinga,2015-01-03T19:10:38Z,2015-01-03T19:10:39Z,,https://www.benzinga.com/node/5116516,
5116219,TSLA,10 Of The Most Popular Stocks In 2014,,Benzinga,2015-01-03T20:08:25Z,2015-01-03T20:09:42Z,,https://www.benzinga.com/node/5116219,
5116516,WYNN,CNBC's Stock Pops & Drops From January 2,,Benzinga,2015-01-03T19:10:38Z,2015-01-03T19:10:39Z,,https://www.benzinga.com/node/5116516,
5114161,CSCO,Facebook Vs. Twitter: Who Will Win The Battle For Sports Video?,,Benzinga,2015-01-02T12:29:33Z,2015-01-04T00:43:16Z,,https://www.benzinga.com/node/5114161,
5117017,ESLT,Elbit Systems Awarded $90M Maintenance Contract for Israeli Air Force's F-16 Avionics Systems,,Benzinga,2015-01-04T13:22:07Z,2015-01-04T13:22:07Z,,https://www.benzinga.com/node/5117017,
5117158,FOXA,Warner Bros' 'Hobbit: The Battle of the Five Armies' has Now Grossed $723M Globally,,Benzinga,2015-01-04T22:11:51Z,2015-01-04T22:11:51Z,,https://www.benzinga.com/node/5117158,
5117058,MU,Earnings Expectations For The Week Of January 5,,Benzinga,2015-01-04T18:08:43Z,2015-01-04T18:10:18Z,,https://www.benzinga.com/node/5117058,
5117158,RENT,Warner Bros' 'Hobbit: The Battle of the Five Armies' has Now Grossed $723M Globally,,Benzinga,2015-01-04T22:11:51Z,2015-01-04T22:11:51Z,,https://www.benzinga.com/node/5117158,
5117542,AAPL,Purported Photo Surfaces of 12-inch+ iPad Pro,,Benzinga,2015-01-05T10:16:52Z,2015-01-05T10:16:52Z,,https://www.benzinga.com/node/5117542,
5117596,ACTG,Acacia Announces Settlement and Patent License Agreement with ConforMIS,,Benzinga,2015-01-05T10:59:58Z,2015-01-05T10:59:58Z,,https://www.benzinga.com/node/5117596,
5117639,ACTG,Acacia Announces Settlement and Patent License Agreement with Cordis,,Benzinga,2015-01-05T11:06:45Z,2015-01-05T11:06:45Z,,https://www.benzinga.com/node/5117639,
5117681,AAL,American Airlines Announces Deal Regarding Tentative Joint Collective Bargaining Agreement With Allied Pilots Association -Reuters,,Benzinga,2015-01-05T11:17:26Z,2015-01-05T11:17:26Z,,https://www.benzinga.com/node/5117681,
5116560,AAPL,3 Silly Apple Stories Investors Should Ignore,,Benzinga,2015-01-05T15:52:04Z,2015-01-05T15:52:05Z,,https://www.benzinga.com/node/5116560,
5119658,AAPL,'Gartner Says Tablet Sales Continue To Be Slow In 2015',,Benzinga,2015-01-05T17:39:57Z,2015-01-05T17:39:57Z,,https://www.benzinga.com/node/5119658,
5119703,AAPL,"Is Marco Arment Correct In Saying That Apple's Hardware Is 'Amazing', But Software Quality Has 'Nosedived' Significantly",,Benzinga,2015-01-05T18:28:39Z,2015-01-05T18:46:47Z,,https://www.benzinga.com/node/5119703,
5119723,AAPL,TD Ameritrade's Investment Movement Index Rises In December,,Benzinga,2015-01-05T18:51:10Z,2015-01-05T18:55:39Z,,https://www.benzinga.com/node/5119723,
5120275,AAPL,Gartner: No Return For Tablet Sales Boom,,Benzinga,2015-01-05T21:13:56Z,2015-01-05T21:13:56Z,,https://www.benzinga.com/node/5120275,
5117758,AAL,Companies Benefitting From Lower Oil Prices,,Benzinga,2015-01-05T20:52:12Z,2015-01-05T21:25:41Z,,https://www.benzinga.com/node/5117758,
5118885,AKAM,Hearing Pacific Crest Cautious on Akamai,,Benzinga,2015-01-05T14:33:54Z,2015-01-05T14:33:54Z,,https://www.benzinga.com/node/5118885,
5120353,AKBA,Akebia Completes Enrollment In Two Planned Cohorts of its Phase 2 Study of AKB-6548,,Benzinga,2015-01-05T21:02:11Z,2015-01-05T21:02:11Z,,https://www.benzinga.com/node/5120353,
5117631,AMZN,Amazon Announces Sellers Sold 2B+ Items Worldwide in 2014,,Benzinga,2015-01-05T11:03:23Z,2015-01-05T11:03:23Z,,https://www.benzinga.com/node/5117631,
5117820,AMZN,US Stock Futures Slip Ahead Of Auto Sales Data,,Benzinga,2015-01-05T12:00:01Z,2015-01-05T12:00:02Z,,https://www.benzinga.com/node/5117820,
5118183,ALNY,"Alnylam Files Clinical Trial Application to Initiate a Phase 1 Study for ALN-AS1, a Subcutaneously Administered, Investigational RNAi Therapeutic Targeting Aminolevulinic Acid Synthase-1 (ALAS-1) for the Treatment of Hepatic Porphyrias",,Benzinga,2015-01-05T13:02:09Z,2015-01-05T13:02:09Z,,https://www.benzinga.com/node/5118183,
5118418,ALDX,Aldeyra Therapeutics Reports Submission of IND Filing to FDA for Clinical Testing of NS2 in Patients with Sjogren-Larsson Syndrome,,Benzinga,2015-01-05T13:31:35Z,2015-01-05T13:31:35Z,,https://www.benzinga.com/node/5118418,
5118504,AMGN,Morgan Stanley Downgrades Amgen to Equalweight,,Benzinga,2015-01-05T13:48:06Z,2015-01-05T13:48:07Z,,https://www.benzinga.com/node/5118504,
5118518,AMZN,Amazon Reports Over 2 Billion Items Sold By Amazon Sellers In 2014,,Benzinga,2015-01-05T14:02:27Z,2015-01-05T14:02:27Z,,https://www.benzinga.com/node/5118518,
5118678,AMGN,Amgen and Kite Pharma Announce Strategic Cancer Immunotherapy Collaboration to Advance the Application of Novel Chimeric Antigen Receptor (CAR) T Cell Therapies,,Benzinga,2015-01-05T14:07:19Z,2015-01-05T14:07:19Z,,https://www.benzinga.com/node/5118678,
5118834,AMGN,Monday Morning Movers,,Benzinga,2015-01-05T14:31:48Z,2015-01-05T14:31:48Z,,https://www.benzinga.com/node/5118834,
5118934,AMGN,Morning Market Losers,,Benzinga,2015-01-05T14:57:51Z,2015-01-05T14:57:51Z,,https://www.benzinga.com/node/5118934,
5117737,AMZN,Who Stands To Profit From Net Neutrality?,,Benzinga,2015-01-05T16:29:36Z,2015-01-05T16:31:06Z,,https://www.benzinga.com/node/5117737,
5119525,AMAT,Semiconductor ETFs Set to Continue Rally,,Benzinga,2015-01-05T20:09:30Z,2015-01-05T20:25:27Z,,https://www.benzinga.com/node/5119525,
5119845,AMGN,Morgan Stanley Issues Wave Of Pharma & Medical Device Upgrades/Downgrades,,Benzinga,2015-01-05T20:57:51Z,2015-01-05T20:57:51Z,,https://www.benzinga.com/node/5119845,
5117758,AMZN,Companies Benefitting From Lower Oil Prices,,Benzinga,2015-01-05T20:52:12Z,2015-01-05T21:25:41Z,,https://www.benzinga.com/node/5117758,
